customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Cust0167,Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),58.88,3926.8,No
Cust0168,Female,0,No,No,12,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),39.56,450.84,No
Cust0169,Female,1,Yes,Yes,16,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Mailed check,73.19,1166.65,No
Cust0170,Female,0,No,No,23,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,32.22,739.24,No
Cust0171,Female,0,Yes,No,16,Yes,No,No,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,19.89,329.98,Yes
Cust0172,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.31,424.85,Yes
Cust0173,Female,0,Yes,Yes,37,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,53.73,1987.26,Yes
Cust0174,Female,1,Yes,Yes,52,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),71.67,3726.98,No
Cust0175,Male,1,No,No,28,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),83.88,2333.99,Yes
Cust0176,Male,0,Yes,No,25,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),39.52,981.81,No
Cust0177,Male,0,No,Yes,22,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),90.77,2006.82,No
Cust0178,Male,0,Yes,Yes,46,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),55.98,2588.37,No
Cust0179,Female,0,No,Yes,70,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,85.06,5960.01,No
Cust0180,Male,0,Yes,No,20,No,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),43.47,875.94,No
Cust0181,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,67.44,235.55,Yes
Cust0182,Male,0,No,Yes,57,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No,Two year,No,Credit card (automatic),41.77,2385.8,No
Cust0183,Female,0,No,Yes,68,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,65.37,4410.62,Yes
Cust0184,Male,0,No,Yes,41,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,40.8,1623.43,No
Cust0185,Male,0,Yes,No,71,Yes,No,DSL,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,51.69,3664.42,Yes
Cust0186,Male,0,No,No,60,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,One year,No,Mailed check,52.99,3185.3,No
Cust0187,Female,0,Yes,Yes,55,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),76.14,4206.04,Yes
Cust0188,Male,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,79.81,1479.32,No
Cust0189,Male,0,No,No,58,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),50.55,2940.23,No
Cust0190,Male,0,No,No,62,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),75.84,4698.75,Yes
Cust0191,Female,1,Yes,Yes,67,No,No,DSL,No,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,48.73,3251.84,Yes
Cust0192,Male,0,Yes,No,30,No,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,60.46,1800.9,Yes
Cust0193,Female,0,No,No,52,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.48,3121.05,Yes
Cust0194,Female,0,No,Yes,35,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,22.16,796.25,Yes
Cust0195,Male,1,No,No,22,No,Yes,DSL,No,No,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,46.49,1011.97,No
Cust0196,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,Two year,Yes,Electronic check,70.73,1817.98,No
Cust0197,Female,0,No,No,68,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.51,3063.2,Yes
Cust0198,Female,0,Yes,Yes,46,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),55.61,2563.61,Yes
Cust0199,Female,1,No,Yes,17,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,36.12,600.79,Yes
Cust0200,Male,0,No,Yes,44,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,No,Mailed check,71.58,3187.84,No
Cust0201,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,71.4,253.0,No
Cust0202,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,74.87,216.58,Yes
Cust0203,Male,0,No,Yes,17,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Two year,No,Mailed check,58.55,975.62,No
Cust0204,Male,0,Yes,Yes,32,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),78.11,2519.41,No
Cust0205,Male,0,Yes,No,66,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.11,3087.37,Yes
Cust0206,Male,1,No,Yes,7,Yes,No phone service,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,57.62,447.73,Yes
Cust0207,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,94.6,954.03,No
Cust0208,Female,0,Yes,No,47,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,One year,No,Mailed check,70.29,3284.32,No
Cust0209,Male,1,No,No,52,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),74.42,3885.59,No
Cust0210,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.29,667.0,Yes
Cust0211,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,85.12,5193.96,No
Cust0212,Male,0,Yes,Yes,9,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),44.87,408.8,No
Cust0213,Male,0,Yes,Yes,47,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),86.63,4044.63,No
Cust0214,Male,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),50.63,638.59,No
Cust0215,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,93.3,294.07,Yes
Cust0216,Male,0,No,No,47,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,80.39,3760.9,No
Cust0217,Female,0,No,Yes,62,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,One year,No,Credit card (automatic),40.9,2520.75,No
Cust0218,Male,1,No,No,53,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),77.8,4152.23,Yes
Cust0219,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,71.38,79.04,No
Cust0220,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,86.15,3773.9,No
Cust0221,Male,0,No,Yes,68,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),60.74,4107.57,No
Cust0222,Male,0,Yes,Yes,1,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.24,21.72,Yes
Cust0223,Male,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,75.09,4845.6,No
Cust0224,Female,0,No,Yes,42,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,69.15,2911.6,Yes
Cust0225,Male,0,No,No,20,Yes,No,DSL,No,No,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),41.85,851.17,No
Cust0226,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),81.02,1313.07,No
Cust0227,Male,1,Yes,Yes,43,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),43.87,1870.26,No
Cust0228,Male,0,No,No,38,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),63.8,2400.04,Yes
Cust0229,Female,0,No,No,58,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.92,2811.83,Yes
Cust0230,Male,0,No,No,64,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Mailed check,59.64,3829.7,No
Cust0231,Male,0,Yes,Yes,70,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),56.34,3927.09,Yes
Cust0232,Female,1,Yes,No,4,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),56.24,229.61,Yes
Cust0233,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),66.22,1137.69,Yes
Cust0234,Male,0,No,Yes,30,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),84.84,2533.38,Yes
Cust0235,Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,Yes,No,No,No internet service,Two year,Yes,Electronic check,23.81,1602.79,No
Cust0236,Female,0,Yes,No,55,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),78.67,4307.39,No
Cust0237,Female,0,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,20.61,960.2,Yes
Cust0238,Male,0,No,No,23,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),44.78,1027.9,No
Cust0239,Male,0,Yes,Yes,23,Yes,No phone service,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.1,1121.45,No
Cust0240,Female,0,No,Yes,36,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,48.36,1755.15,Yes
Cust0241,Male,0,No,Yes,26,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65.4,1686.61,Yes
Cust0242,Male,0,Yes,Yes,24,No,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),24.45,579.66,No
Cust0243,Female,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.07,4278.99,No
Cust0244,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),70.47,912.36,No
Cust0245,Female,0,No,Yes,51,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No,No,One year,No,Credit card (automatic),37.9,1924.15,No
Cust0246,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,49.6,2419.57,Yes
Cust0247,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,Two year,No,Mailed check,62.67,601.86,No
Cust0248,Male,0,Yes,No,15,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),47.81,714.11,No
Cust0249,Male,0,No,No,14,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,44.72,645.92,No
Cust0250,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,One year,No,Mailed check,69.17,2941.15,No
Cust0251,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,79.88,744.09,No
Cust0252,Female,0,No,Yes,41,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,88.92,3628.35,No
Cust0253,Female,0,Yes,Yes,26,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),46.72,1205.46,Yes
Cust0254,Female,0,No,No,57,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),53.76,3081.18,No
Cust0255,Female,0,No,Yes,19,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,54.04,1012.01,Yes
Cust0256,Male,0,Yes,No,65,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.78,4365.28,No
Cust0257,Female,0,No,No,59,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,64.17,3800.12,No
Cust0258,Male,0,No,No,71,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.12,1861.14,No
Cust0259,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,83.68,3199.24,Yes
Cust0260,Female,0,No,No,23,No,Yes,No,No,No internet service,No,Yes,No,No internet service,One year,No,Credit card (automatic),21.75,458.7,No
Cust0261,Female,0,No,Yes,42,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,29.04,1220.75,No
Cust0262,Male,1,Yes,Yes,55,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,59.97,3285.42,Yes
Cust0263,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),71.97,507.76,Yes
Cust0264,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,One year,No,Mailed check,75.18,834.58,No
Cust0265,Male,0,No,Yes,27,Yes,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Mailed check,50.86,1398.86,Yes
Cust0266,Female,0,Yes,No,8,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.52,341.25,Yes
Cust0267,Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),78.97,74.24,No
Cust0268,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),80.2,2875.99,Yes
Cust0269,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,Two year,Yes,Mailed check,79.95,3149.83,No
Cust0270,Male,0,No,Yes,47,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,79.29,3718.81,Yes
Cust0271,Male,0,Yes,Yes,11,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),46.54,530.59,Yes
Cust0272,Female,0,No,No,53,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,53.64,2797.4,No
Cust0273,Male,0,No,No,12,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,52.12,629.82,Yes
Cust0274,Female,0,Yes,No,31,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.97,2418.92,Yes
Cust0275,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),74.42,2339.11,Yes
Cust0276,Female,0,Yes,No,63,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),48.8,3093.69,Yes
Cust0277,Male,1,Yes,Yes,51,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),48.62,2485.28,No
Cust0278,Female,0,No,Yes,33,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,50.36,1650.81,No
Cust0279,Male,0,No,Yes,68,Yes,No phone service,DSL,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),54.72,3682.08,Yes
Cust0280,Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),26.41,1836.3,Yes
Cust0281,Male,0,Yes,No,20,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),44.62,885.48,No
Cust0282,Female,0,No,Yes,46,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),66.24,3027.74,No
Cust0283,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,69.6,2066.34,Yes
Cust0284,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),66.75,873.32,Yes
Cust0285,Female,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,66.92,4539.65,Yes
Cust0286,Male,0,No,No,42,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),56.96,2338.51,No
Cust0287,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,87.62,3356.34,Yes
Cust0288,Male,0,Yes,No,43,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),81.66,3507.96,No
Cust0289,Female,1,Yes,No,62,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.76,2122.02,Yes
Cust0290,Male,1,Yes,Yes,60,No,Yes,DSL,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.18,3117.54,No
Cust0291,Male,0,No,No,33,No,Yes,No,Yes,No,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),21.7,689.12,No
Cust0292,Female,0,No,No,24,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,54.19,1314.11,Yes
Cust0293,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,74.39,3210.24,No
Cust0294,Male,0,Yes,Yes,9,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),71.97,653.03,Yes
Cust0295,Female,0,No,Yes,34,No,No phone service,DSL,No,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,50.95,1721.82,Yes
Cust0296,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,69.19,2508.98,Yes
Cust0297,Female,0,Yes,Yes,41,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,31.75,1303.44,Yes
Cust0298,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,95.01,6372.2,Yes
Cust0299,Male,1,Yes,Yes,51,Yes,Yes,No,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),24.45,1251.03,Yes
Cust0300,Female,0,No,Yes,37,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Two year,Yes,Mailed check,45.86,1703.27,No
Cust0301,Female,1,Yes,Yes,53,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),63.17,3352.89,No
Cust0302,Male,1,Yes,No,58,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,58.32,3369.61,Yes
Cust0303,Male,0,No,Yes,66,Yes,No phone service,No,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,38.35,2545.41,Yes
Cust0304,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),85.13,4998.79,No
Cust0305,Male,1,No,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),59.86,3194.91,Yes
Cust0306,Male,0,No,Yes,70,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),50.21,3504.64,No
Cust0307,Female,1,Yes,Yes,37,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.12,610.92,No
Cust0308,Male,0,No,No,42,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),81.24,3439.61,Yes
Cust0309,Female,0,Yes,No,34,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No,Two year,No,Electronic check,51.37,1759.26,No
Cust0310,Female,0,Yes,Yes,57,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),64.46,3690.07,Yes
Cust0311,Female,0,Yes,No,54,Yes,Yes,No,No,No,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),42.98,2302.85,No
Cust0312,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.94,2683.95,No
Cust0313,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Two year,No,Mailed check,86.13,3297.84,No
Cust0314,Female,0,Yes,Yes,55,No,No,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,40.17,2203.02,No
Cust0315,Male,0,No,Yes,24,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,40.31,949.85,No
Cust0316,Female,0,No,Yes,56,Yes,No phone service,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,21.27,1199.22,Yes
Cust0317,Female,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,25.49,1118.61,Yes
Cust0318,Female,0,No,Yes,16,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),52.26,832.46,No
Cust0319,Male,0,Yes,No,66,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,56.01,3681.96,No
Cust0320,Female,0,No,No,66,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,48.22,3211.57,Yes
Cust0321,Female,0,No,No,6,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,Yes,One year,No,Credit card (automatic),55.49,312.71,No
Cust0322,Male,0,No,No,68,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,42.97,2903.83,No
Cust0323,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),18.9,1264.77,Yes
Cust0324,Male,0,Yes,Yes,4,No,Yes,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,52.47,243.6,Yes
Cust0325,Male,1,No,No,1,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,One year,Yes,Credit card (automatic),78.67,65.26,No
Cust0326,Female,0,Yes,Yes,48,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.42,3815.59,Yes
Cust0327,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),78.33,4382.3,No
Cust0328,Female,0,Yes,Yes,22,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),74.66,1625.82,Yes
Cust0329,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Mailed check,28.68,286.58,Yes
Cust0330,Male,0,No,Yes,39,Yes,No phone service,No,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,22.23,828.92,Yes
Cust0331,Female,0,No,No,13,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),83.02,1060.24,Yes
Cust0332,Male,1,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,76.13,284.25,Yes
Cust0333,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),54.57,1606.71,No
Cust0334,Female,0,Yes,Yes,47,Yes,No phone service,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),28.89,1360.57,No
Cust0335,Female,0,Yes,No,42,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.36,4026.23,Yes
Cust0336,Female,0,Yes,Yes,58,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,66.51,3886.09,Yes
